customer_id,credit_limit,age,debt_ratio,monthly_income,num_open_credit_lines,num_real_estate_loans,num_dependents,weighted_late_score,utilisation_ratio,income_band,dependents_income_ratio,target
40305,21559.0,36,0.817006,6468.9,17,1,1,6,3.8e-05,3,0.000155,0
40306,21687.61,67,0.317037,2820.79,15,2,0,2,1.5e-05,2,0.0,0
40307,4528.82,58,0.893988,7884.39,1,1,0,3,0.000197,3,0.0,0
40308,66419.99,66,0.279123,7896.17,3,3,0,1,4e-06,3,0.0,0
40309,6650.49,64,0.332629,2125.32,3,0,0,2,5e-05,2,0.0,0
40310,4188.4,60,0.164887,2909.64,18,1,0,1,3.9e-05,2,0.0,0
40311,3401.35,30,0.334043,4413.21,0,2,1,0,9.8e-05,2,0.000227,0
40312,44045.98,65,0.440196,3362.14,12,0,0,1,1e-05,2,0.0,0
40313,11267.75,63,0.490726,3520.07,12,1,1,2,4.4e-05,2,0.000284,0
40314,9918.34,28,1.099776,7788.31,13,3,1,5,0.000111,3,0.000128,0
40315,12349.66,26,0.099796,7336.32,15,3,3,0,8e-06,3,0.000409,0
40316,24834.06,62,0.60511,7557.98,6,2,0,0,2.4e-05,3,0.0,0
40317,19334.08,42,0.099702,7376.23,2,2,2,0,5e-06,3,0.000271,0
40318,15862.74,39,0.379937,14316.8,4,2,2,2,2.4e-05,3,0.00014,0
40319,12487.58,43,0.276984,4913.12,1,2,2,1,2.2e-05,2,0.000407,0
40320,105953.46,67,0.304381,7380.58,8,3,0,1,3e-06,3,0.0,0
40321,14638.68,41,0.309373,1239.65,9,2,4,4,2.1e-05,1,0.003227,0
40322,20198.86,41,0.0536,2145.06,15,2,3,2,3e-06,2,0.001399,0
40323,5891.79,43,0.104482,7296.06,10,0,0,0,1.8e-05,3,0.0,0
40324,4093.79,24,0.29132,5057.39,14,1,2,1,7.1e-05,2,0.000395,0
40325,36431.39,23,0.138846,4874.5,10,1,0,1,4e-06,2,0.0,0
40326,3876.11,43,0.147369,4481.3,14,0,1,3,3.8e-05,2,0.000223,0
40327,34769.39,22,0.25164,1397.7,18,0,1,0,7e-06,1,0.000715,0
40328,5668.69,62,0.164289,2749.43,1,3,0,0,2.9e-05,2,0.0,0
40329,34219.68,44,0.220746,4789.79,13,3,1,0,6e-06,2,0.000209,0
40330,20017.45,48,0.269915,4913.12,6,1,4,1,1.3e-05,2,0.000814,0
40331,3483.65,39,0.447432,5632.16,2,1,1,1,0.000128,2,0.000178,0
40332,117067.77,62,0.280412,4443.12,16,3,0,1,2e-06,2,0.0,0
40333,9630.73,44,0.097792,4682.16,3,2,2,1,1e-05,2,0.000427,0
40334,13130.41,23,0.186961,3177.48,6,2,0,2,1.4e-05,2,0.0,0
40335,24200.93,47,0.267681,11941.51,17,1,1,0,1.1e-05,3,8.4e-05,0
40336,10646.58,31,0.199985,4209.63,14,1,1,1,1.9e-05,2,0.000238,0
40337,31800.1,53,0.60229,13183.88,13,1,3,2,1.9e-05,3,0.000228,0
40338,18127.11,51,1.055182,4059.17,0,2,2,2,5.8e-05,2,0.000493,0
40339,85442.98,47,0.516041,4681.1,11,0,0,5,6e-06,2,0.0,1
40340,4091.48,42,0.253423,4591.2,13,1,0,5,6.2e-05,2,0.0,1
40341,23767.7,53,0.087111,5768.07,9,0,0,0,4e-06,2,0.0,0
40342,18945.22,58,0.186541,2109.97,18,2,1,0,1e-05,2,0.000474,0
40343,109213.81,68,0.312982,4985.35,13,1,1,0,3e-06,2,0.000201,0
40344,13460.21,73,0.384228,3371.1,11,2,3,3,2.9e-05,2,0.00089,0
40345,29176.35,26,0.27267,4913.12,9,1,1,1,9e-06,2,0.000204,0
40346,43288.46,56,1.153735,3907.29,19,1,1,0,2.7e-05,2,0.000256,0
40347,11813.07,26,0.178833,1766.05,3,3,0,1,1.5e-05,1,0.0,0
40348,24666.23,44,0.132148,3924.38,10,3,0,0,5e-06,2,0.0,0
40349,54053.86,61,0.40092,8466.47,3,3,2,0,7e-06,3,0.000236,0
40350,71049.25,50,0.240131,4413.45,2,2,0,1,3e-06,2,0.0,0
40351,14452.51,64,0.365408,3521.18,3,0,1,4,2.5e-05,2,0.000284,0
40352,17149.73,70,0.986801,4913.12,0,1,0,1,5.8e-05,2,0.0,0
40353,35211.52,73,0.104419,3837.62,17,3,2,0,3e-06,2,0.000521,0
40354,8222.04,57,0.494401,5910.69,16,3,1,0,6e-05,2,0.000169,0
40355,37842.57,57,0.258085,10408.69,18,3,3,4,7e-06,3,0.000288,0
40356,7925.68,64,0.729933,756.51,5,2,2,2,9.2e-05,1,0.002644,0
40357,64942.47,34,0.139792,10705.13,1,1,1,0,2e-06,3,9.3e-05,0
40358,44956.54,37,0.284746,4913.12,14,1,2,0,6e-06,2,0.000407,0
40359,39030.63,40,0.403547,4478.98,15,1,0,0,1e-05,2,0.0,0
40360,72727.07,61,0.461925,3099.62,17,2,2,0,6e-06,2,0.000645,0
40361,4421.21,40,0.156009,8505.25,3,1,0,0,3.5e-05,3,0.0,0
40362,31118.89,29,0.42082,5313.78,2,3,2,1,1.4e-05,2,0.000376,0
40363,35571.33,64,0.410526,1989.38,5,1,1,2,1.2e-05,1,0.000503,0
40364,6792.62,61,1.49584,8284.6,16,1,0,5,0.00022,3,0.0,0
40365,26418.45,53,0.352358,6063.65,11,1,0,0,1.3e-05,3,0.0,0
40366,21736.63,68,0.075455,11545.13,17,3,1,0,3e-06,3,8.7e-05,0
40367,103965.9,63,1.228648,6210.16,19,3,0,2,1.2e-05,3,0.0,0
40368,7452.4,69,0.249802,13658.99,10,1,0,0,3.4e-05,3,0.0,0
40369,5345.01,35,0.911771,12237.66,7,2,3,2,0.000171,3,0.000245,0
40370,13708.37,28,0.840662,3816.77,1,1,1,4,6.1e-05,2,0.000262,1
40371,7706.7,40,0.311298,11489.84,19,3,0,0,4e-05,3,0.0,0
40372,8339.42,65,0.301192,4913.12,13,3,0,0,3.6e-05,2,0.0,0
40373,15707.74,71,0.448645,4913.12,19,3,0,4,2.9e-05,2,0.0,0
40374,10321.31,27,0.352415,3731.11,14,3,0,2,3.4e-05,2,0.0,0
40375,7488.66,67,0.234019,12196.58,8,1,0,1,3.1e-05,3,0.0,0
40376,68129.73,47,0.262978,6299.0,8,3,2,0,4e-06,3,0.000318,0
40377,98094.41,65,0.029984,5514.39,7,2,2,1,0.0,2,0.000363,0
40378,305668.85,58,0.437626,8388.39,14,0,0,0,1e-06,3,0.0,0
40379,30039.42,25,0.32474,2686.77,16,1,1,1,1.1e-05,2,0.000372,0
40380,40048.36,47,0.244671,4913.12,9,0,1,4,6e-06,2,0.000204,0
40381,4550.55,26,1.175349,4913.12,15,1,1,1,0.000258,2,0.000204,0
40382,5368.12,40,0.39707,5650.23,4,2,3,3,7.4e-05,2,0.000531,0
40383,72620.46,62,0.078871,4942.89,2,2,0,0,1e-06,2,0.0,0
40384,23713.81,58,0.365495,1806.64,16,0,2,0,1.5e-05,1,0.001107,0
40385,34912.91,59,0.358682,3140.93,1,0,2,0,1e-05,2,0.000637,0
40386,104679.21,57,0.344203,4224.22,1,1,1,3,3e-06,2,0.000237,0
40387,10599.79,22,0.220784,2445.24,4,3,0,3,2.1e-05,2,0.0,0
40388,34509.33,52,0.433194,2484.44,3,0,1,0,1.3e-05,2,0.000403,0
40389,39684.89,47,0.229952,6239.16,3,1,1,0,6e-06,3,0.00016,0
40390,32003.72,50,0.273212,1908.76,17,2,1,2,9e-06,1,0.000524,0
40391,5904.95,33,0.143593,2191.69,17,1,0,0,2.4e-05,2,0.0,0
40392,8764.05,59,0.306118,3267.27,3,2,1,0,3.5e-05,2,0.000306,0
40393,12601.46,54,0.44629,12016.21,8,3,0,2,3.5e-05,3,0.0,0
40394,11569.35,43,0.134557,10124.18,10,1,0,0,1.2e-05,3,0.0,0
40395,34939.02,24,0.181388,1776.81,3,1,0,0,5e-06,1,0.0,0
40396,6054.34,25,0.313364,3659.33,5,1,3,0,5.2e-05,2,0.00082,0
40397,12909.2,41,0.087058,8247.14,17,3,1,0,7e-06,3,0.000121,0
40398,16004.71,50,0.382315,12363.58,14,0,0,0,2.4e-05,3,0.0,1
40399,9348.68,74,0.465651,2905.94,14,3,1,2,5e-05,2,0.000344,0
40400,40635.59,60,0.895609,6204.28,18,2,2,0,2.2e-05,3,0.000322,0
40401,17992.06,47,1.119826,2863.33,7,2,0,2,6.2e-05,2,0.0,0
40402,12175.02,37,0.414612,8802.08,7,3,0,1,3.4e-05,3,0.0,0
40403,22225.54,30,0.117883,3828.92,2,1,0,0,5e-06,2,0.0,0
40404,52486.86,29,0.267935,4346.08,12,1,0,2,5e-06,2,0.0,0
40405,35004.78,25,0.178522,2059.28,12,0,0,0,5e-06,2,0.0,0
40406,51839.76,70,0.160249,4913.12,11,0,0,0,3e-06,2,0.0,1
40407,57729.93,22,0.172094,6207.74,13,0,0,0,3e-06,3,0.0,0
40408,30787.72,67,0.788632,4913.12,16,1,2,3,2.6e-05,2,0.000407,0
40409,91679.86,52,0.206433,3755.22,3,2,2,1,2e-06,2,0.000533,0
40410,12137.19,54,0.224824,3610.74,11,3,1,0,1.9e-05,2,0.000277,0
40411,40449.75,72,0.320981,6878.22,8,0,0,0,8e-06,3,0.0,0
40412,4188.53,63,0.618256,3395.25,4,1,3,2,0.000148,2,0.000884,0
40413,42620.25,29,0.130581,8092.63,12,2,0,1,3e-06,3,0.0,0
40414,59405.12,73,0.932895,10127.41,14,2,1,4,1.6e-05,3,9.9e-05,0
40415,6754.13,31,0.169848,3789.64,14,3,0,1,2.5e-05,2,0.0,0
40416,105465.33,52,0.449869,4988.26,15,2,4,3,4e-06,2,0.000802,0
40417,20234.19,55,0.035803,1610.47,0,3,1,0,2e-06,1,0.000621,0
40418,19373.64,34,1.045546,4337.02,17,2,0,2,5.4e-05,2,0.0,0
40419,18244.28,55,0.422806,4433.56,8,0,1,1,2.3e-05,2,0.000226,0
40420,18415.59,55,0.708023,5876.31,18,0,0,1,3.8e-05,2,0.0,0
40421,30210.11,73,0.23181,7512.7,5,3,2,0,8e-06,3,0.000266,0
40422,40226.48,70,0.216938,6069.72,1,0,2,2,5e-06,3,0.00033,0
40423,39031.21,43,0.848998,4913.12,17,0,0,1,2.2e-05,2,0.0,0
40424,14916.75,58,0.376618,4995.83,6,0,1,2,2.5e-05,2,0.0002,0
40425,212825.81,65,0.268717,2657.11,14,2,1,0,1e-06,2,0.000376,0
40426,29731.42,23,0.974247,10099.93,10,3,1,3,3.3e-05,3,9.9e-05,0
40427,18390.02,58,0.268971,2467.56,8,0,1,0,1.5e-05,2,0.000405,0
40428,63800.2,70,0.429585,2853.31,2,0,1,5,7e-06,2,0.00035,0
40429,82125.35,28,0.338224,4913.12,0,2,1,1,4e-06,2,0.000204,0
40430,47606.98,61,0.230711,4913.12,16,3,0,0,5e-06,2,0.0,0
40431,51294.54,25,0.440639,4049.18,18,0,0,3,9e-06,2,0.0,0
40432,9411.82,43,0.20132,1917.71,1,1,1,1,2.1e-05,1,0.000521,0
40433,43044.39,65,0.237094,3522.46,19,1,0,3,6e-06,2,0.0,0
40434,22566.78,74,0.384203,2012.24,6,0,2,3,1.7e-05,2,0.000994,0
40435,48263.11,60,0.738184,6728.04,12,0,1,4,1.5e-05,3,0.000149,0
40436,53392.85,60,0.144146,5380.25,14,0,3,0,3e-06,2,0.000558,0
40437,30658.48,35,0.674875,2437.5,11,0,0,3,2.2e-05,2,0.0,0
40438,33963.35,65,0.470719,2226.68,4,1,0,1,1.4e-05,2,0.0,0
40439,16495.89,56,0.177963,3500.19,6,1,0,0,1.1e-05,2,0.0,0
40440,89656.84,71,0.443592,4044.7,0,2,0,0,5e-06,2,0.0,0
40441,8962.07,53,0.307314,7738.33,14,0,2,1,3.4e-05,3,0.000258,0
40442,7766.91,24,0.062289,4913.12,18,1,1,0,8e-06,2,0.000204,1
40443,9019.81,49,1.000015,8692.87,5,2,2,4,0.000111,3,0.00023,1
40444,35723.57,63,0.383049,3685.27,17,0,1,5,1.1e-05,2,0.000271,0
40445,15022.09,63,0.372858,3601.12,14,1,1,4,2.5e-05,2,0.000278,0
40446,12280.48,42,0.43882,2289.97,7,1,2,0,3.6e-05,2,0.000873,0
40447,54450.83,31,0.411672,4000.1,14,2,4,0,8e-06,2,0.001,0
40448,34154.04,68,0.190096,2309.84,4,0,1,0,6e-06,2,0.000433,0
40449,14697.69,65,1.217548,5034.55,16,2,0,1,8.3e-05,2,0.0,0
40450,11641.46,68,0.251315,9411.9,2,0,0,3,2.2e-05,3,0.0,0
40451,18745.44,57,0.473557,17477.1,13,2,1,5,2.5e-05,3,5.7e-05,0
40452,17748.48,65,0.153193,4681.48,11,2,2,3,9e-06,2,0.000427,0
40453,5215.2,43,0.457473,5630.74,10,3,0,0,8.8e-05,2,0.0,0
40454,45989.02,63,0.338146,5612.21,12,0,1,0,7e-06,2,0.000178,0
40455,70751.0,47,1.07223,14011.05,5,0,2,1,1.5e-05,3,0.000143,0
40456,5127.76,64,0.346334,4937.21,9,3,1,1,6.8e-05,2,0.000203,0
40457,29796.22,29,0.869961,2892.45,17,0,3,3,2.9e-05,2,0.001037,0
40458,22087.04,37,0.363737,4324.9,11,1,1,1,1.6e-05,2,0.000231,0
40459,13057.93,33,0.100492,4913.12,19,1,0,0,8e-06,2,0.0,0
40460,500000.0,43,0.402511,13547.05,8,2,2,0,1e-06,3,0.000148,0
40461,38292.61,65,0.263874,6466.41,13,1,0,4,7e-06,3,0.0,0
40462,19026.86,28,0.15261,8969.83,12,3,0,0,8e-06,3,0.0,0
40463,6772.33,60,0.367876,3178.68,17,0,0,4,5.4e-05,2,0.0,0
40464,9419.26,66,0.628806,4913.12,9,3,0,1,6.7e-05,2,0.0,0
40465,10823.31,57,0.67461,4552.83,18,0,2,0,6.2e-05,2,0.000439,0
40466,16553.43,56,0.173416,1635.0,16,1,0,0,1e-05,1,0.0,0
40467,93859.71,29,0.556071,2399.6,7,0,1,0,6e-06,2,0.000417,0
40468,15289.78,54,0.279604,5918.38,16,2,0,1,1.8e-05,2,0.0,0
40469,23363.02,34,0.372995,20629.16,8,2,2,2,1.6e-05,3,9.7e-05,0
40470,25891.0,35,0.211617,4913.12,4,2,0,0,8e-06,2,0.0,0
40471,43909.59,67,0.463269,7248.01,18,2,0,5,1.1e-05,3,0.0,0
40472,27559.4,54,0.959518,4913.12,4,1,1,2,3.5e-05,2,0.000204,0
40473,41461.7,74,0.202226,3423.47,19,0,1,0,5e-06,2,0.000292,0
40474,7443.27,46,0.624978,6977.46,19,1,2,4,8.4e-05,3,0.000287,0
40475,4174.39,40,0.429881,2460.47,18,1,0,1,0.000103,2,0.0,0
40476,19735.09,74,0.864148,4911.43,0,0,1,0,4.4e-05,2,0.000204,0
40477,31142.1,54,0.053859,4913.12,15,1,0,0,2e-06,2,0.0,0
40478,43637.48,67,0.288997,8388.94,9,1,3,0,7e-06,3,0.000358,0
40479,24634.96,24,0.071222,1444.39,8,2,0,0,3e-06,1,0.0,0
40480,5260.33,49,0.472704,2712.49,4,3,1,1,9e-05,2,0.000369,0
40481,16075.05,65,0.038077,11905.48,1,3,3,0,2e-06,3,0.000252,0
40482,7656.4,64,0.192451,8828.94,14,1,2,0,2.5e-05,3,0.000227,0
40483,35493.67,59,0.409312,5191.23,5,2,0,5,1.2e-05,2,0.0,0
40484,20537.83,30,0.187023,4913.12,19,1,1,1,9e-06,2,0.000204,0
40485,16909.27,50,0.280755,4913.12,10,1,0,2,1.7e-05,2,0.0,0
40486,10414.94,27,0.06719,20100.99,5,2,2,0,6e-06,3,9.9e-05,0
40487,24176.37,64,0.636135,5732.87,13,2,1,1,2.6e-05,2,0.000174,0
40488,53893.09,55,1.106952,6429.29,3,3,0,1,2.1e-05,3,0.0,0
40489,27767.73,32,0.334233,3633.15,5,1,2,0,1.2e-05,2,0.00055,0
40490,9879.03,60,0.484853,5167.18,3,3,0,3,4.9e-05,2,0.0,0
40491,13604.21,60,0.537647,2133.55,19,1,0,3,4e-05,2,0.0,0
40492,34860.37,24,0.205562,5674.2,0,3,2,0,6e-06,2,0.000352,0
40493,25855.69,26,0.670993,6515.81,6,3,0,0,2.6e-05,3,0.0,0
40494,9774.6,32,0.304357,5836.69,13,0,1,1,3.1e-05,2,0.000171,0
40495,8386.14,25,0.836741,10427.22,10,0,0,1,0.0001,3,0.0,0
40496,10282.41,50,0.233502,11243.79,1,3,0,0,2.3e-05,3,0.0,0
40497,18065.78,68,1.164389,11789.6,8,2,1,7,6.4e-05,3,8.5e-05,1
40498,7641.28,25,0.090318,2485.56,9,0,3,0,1.2e-05,2,0.001207,0
40499,26961.34,54,0.733726,8262.16,11,0,0,5,2.7e-05,3,0.0,0
40500,4447.48,44,0.308104,7014.77,4,1,0,0,6.9e-05,3,0.0,0
40501,21451.12,66,0.326403,8716.96,0,1,0,0,1.5e-05,3,0.0,0
40502,8669.35,47,0.082636,4392.36,2,3,2,0,1e-05,2,0.000455,0
40503,7413.15,57,0.317896,5219.79,16,0,1,2,4.3e-05,2,0.000192,0
40504,18645.39,70,0.15792,3172.79,12,2,0,2,8e-06,2,0.0,1
40505,7650.92,29,0.303362,11144.78,13,0,1,3,4e-05,3,9e-05,0
40506,4581.31,38,0.285309,5187.28,2,3,4,0,6.2e-05,2,0.000771,0
40507,4169.69,36,0.425143,13671.28,18,1,1,2,0.000102,3,7.3e-05,0
40508,9913.48,30,0.321939,2489.12,10,3,1,1,3.2e-05,2,0.000402,0
40509,34399.22,56,0.055825,5465.58,2,2,2,1,2e-06,2,0.000366,0
40510,12129.16,22,0.063617,5184.69,19,3,2,0,5e-06,2,0.000386,0
40511,22602.08,42,0.237076,1783.26,5,2,1,2,1e-05,1,0.000561,0
40512,4208.61,28,1.051384,7612.02,5,2,0,2,0.00025,3,0.0,0
40513,48012.21,54,0.477801,9731.0,2,1,3,2,1e-05,3,0.000308,0
40514,107213.96,61,0.964435,3163.91,6,0,0,0,9e-06,2,0.0,0
40515,4740.28,46,0.327296,5011.82,13,3,2,1,6.9e-05,2,0.000399,0
40516,28051.61,45,0.318856,3048.05,1,1,0,1,1.1e-05,2,0.0,0
40517,27013.46,45,0.412959,10886.63,8,1,1,3,1.5e-05,3,9.2e-05,0
40518,69050.41,32,0.274951,1766.04,8,3,0,0,4e-06,1,0.0,0
40519,22318.64,41,0.344126,1478.86,5,3,1,1,1.5e-05,1,0.000676,0
40520,3069.67,71,0.333067,7864.23,9,1,0,2,0.000109,3,0.0,0
40521,30467.64,24,0.158952,4913.12,5,2,2,0,5e-06,2,0.000407,0
40522,43411.62,63,0.242571,7157.0,4,0,1,0,6e-06,3,0.00014,0
40523,25661.21,30,0.336277,5801.43,6,0,3,4,1.3e-05,2,0.000517,0
40524,36061.27,28,0.253985,8904.09,18,2,0,1,7e-06,3,0.0,0
40525,9086.05,37,0.771018,5058.11,11,0,0,2,8.5e-05,2,0.0,0
40526,48384.1,36,0.120038,3967.43,3,2,1,0,2e-06,2,0.000252,0
40527,41988.8,38,0.360604,4913.12,10,2,0,0,9e-06,2,0.0,0
40528,56580.19,67,0.207884,6321.23,6,3,0,1,4e-06,3,0.0,0
40529,122872.32,69,0.674164,3936.49,12,2,2,3,5e-06,2,0.000508,0
40530,19911.02,58,0.711472,4579.8,4,2,1,3,3.6e-05,2,0.000218,0
40531,41203.91,29,0.657376,2565.01,11,1,2,5,1.6e-05,2,0.00078,0
40532,30566.07,72,0.967372,11664.12,12,1,2,3,3.2e-05,3,0.000171,0
40533,84334.13,66,0.995585,2676.21,12,2,1,1,1.2e-05,2,0.000374,0
40534,8637.65,26,0.073287,4959.07,7,1,2,0,8e-06,2,0.000403,0
40535,52136.29,42,0.214298,4913.12,1,1,1,0,4e-06,2,0.000204,0
40536,23961.87,63,0.241759,1616.73,13,2,1,0,1e-05,1,0.000619,0
40537,5820.45,26,0.278373,4085.79,19,3,0,3,4.8e-05,2,0.0,0
40538,4849.49,26,0.142965,5044.95,18,1,2,6,2.9e-05,2,0.000396,0
40539,14382.44,54,0.338158,3223.46,5,3,1,1,2.4e-05,2,0.00031,0
40540,4675.99,39,0.139424,3892.09,9,1,2,1,3e-05,2,0.000514,0
40541,69313.62,45,0.875291,7114.47,5,2,1,5,1.3e-05,3,0.000141,1
40542,15060.0,61,0.401017,9965.91,4,3,4,4,2.7e-05,3,0.000401,0
40543,10751.84,50,0.420922,5904.77,3,1,1,1,3.9e-05,2,0.000169,0
40544,18715.34,59,0.561005,1874.02,4,0,3,1,3e-05,1,0.001601,0
40545,5961.8,28,0.235906,3478.36,13,1,0,0,4e-05,2,0.0,0
40546,30088.1,22,0.593654,3322.01,12,3,3,1,2e-05,2,0.000903,0
40547,16429.71,35,0.809072,2343.87,0,3,1,0,4.9e-05,2,0.000427,0
40548,28025.26,32,0.512594,2045.82,6,3,1,2,1.8e-05,2,0.000489,1
40549,11955.96,39,0.34504,5592.94,16,2,1,0,2.9e-05,2,0.000179,0
40550,43551.43,63,0.584311,3387.52,19,3,0,2,1.3e-05,2,0.0,0
40551,14778.34,30,0.477545,7432.37,19,0,0,0,3.2e-05,3,0.0,0
40552,2901.37,28,0.122009,9657.03,6,2,0,0,4.2e-05,3,0.0,0
40553,39718.93,32,0.447172,4913.12,19,0,2,1,1.1e-05,2,0.000407,0
40554,31795.93,39,0.224537,15287.57,10,0,2,0,7e-06,3,0.000131,0
40555,21565.36,32,0.195611,6956.96,3,0,0,1,9e-06,3,0.0,0
40556,9227.48,31,0.647994,6915.55,13,1,3,4,7e-05,3,0.000434,0
40557,36447.7,52,0.3271,6967.77,19,1,4,0,9e-06,3,0.000574,0
40558,112618.43,27,0.282727,4472.01,8,3,1,3,3e-06,2,0.000224,1
40559,7463.22,30,0.146728,2229.7,3,2,2,0,2e-05,2,0.000897,0
40560,13708.08,66,0.312612,4520.82,10,3,2,1,2.3e-05,2,0.000442,0
40561,20190.74,22,0.270433,886.2,2,0,0,0,1.3e-05,1,0.0,0
40562,9219.9,25,0.989041,13820.32,17,3,2,3,0.000107,3,0.000145,0
40563,2798.33,25,0.451894,3187.02,11,1,1,6,0.000161,2,0.000314,0
40564,9573.63,50,0.475125,5671.95,12,3,2,0,5e-05,2,0.000353,0
40565,2591.94,58,0.432847,2154.84,8,2,3,0,0.000167,2,0.001392,0
40566,33252.91,58,0.486307,10115.85,19,2,0,1,1.5e-05,3,0.0,0
40567,69634.86,58,0.167681,4992.54,19,2,2,2,2e-06,2,0.000401,0
40568,12917.16,25,0.300074,9744.51,2,3,2,0,2.3e-05,3,0.000205,0
40569,7653.37,40,0.646997,9647.86,12,0,1,0,8.5e-05,3,0.000104,0
40570,39949.27,55,0.446325,1778.59,9,0,0,2,1.1e-05,1,0.0,0
40571,18762.73,58,0.280805,4255.98,10,3,1,2,1.5e-05,2,0.000235,0
40572,42928.74,39,0.888379,3815.07,14,3,0,2,2.1e-05,2,0.0,0
40573,71331.07,66,0.236545,2757.67,5,0,1,1,3e-06,2,0.000363,0
40574,82321.32,66,0.041099,7981.6,12,3,1,1,0.0,3,0.000125,0
40575,8048.93,62,0.096181,4804.53,2,2,0,0,1.2e-05,2,0.0,0
40576,133177.11,64,0.538621,5645.99,13,3,1,4,4e-06,2,0.000177,0
40577,15045.15,73,0.168451,4369.94,7,2,2,0,1.1e-05,2,0.000458,0
40578,18977.29,64,0.284384,5345.11,11,3,3,2,1.5e-05,2,0.000561,0
40579,11351.13,53,0.28023,3715.81,8,0,1,1,2.5e-05,2,0.000269,0
40580,3597.57,43,0.472497,9660.45,5,2,0,2,0.000131,3,0.0,0
40581,6826.56,41,0.152115,5991.37,1,2,2,0,2.2e-05,2,0.000334,0
40582,14010.21,65,0.197603,1986.03,4,2,1,2,1.4e-05,1,0.000504,0
40583,33419.42,37,0.294946,5688.78,10,1,3,1,9e-06,2,0.000527,0
40584,8177.18,55,0.190799,4449.91,4,0,4,0,2.3e-05,2,0.000899,0
40585,16017.08,48,0.108761,6593.88,18,0,0,1,7e-06,3,0.0,0
40586,70423.28,42,0.11424,4734.98,8,3,0,1,2e-06,2,0.0,0
40587,48490.57,45,0.145856,5602.24,0,1,0,0,3e-06,2,0.0,0
40588,13254.31,26,0.133699,6869.6,14,0,1,1,1e-05,3,0.000146,0
40589,8052.2,59,0.34083,10298.39,4,0,0,0,4.2e-05,3,0.0,0
40590,62566.78,25,0.382032,5049.12,4,2,1,0,6e-06,2,0.000198,0
40591,9224.1,25,0.313962,5626.32,19,0,2,1,3.4e-05,2,0.000355,0
40592,14886.86,35,0.252894,13845.24,0,3,0,4,1.7e-05,3,0.0,0
40593,7558.04,50,0.084848,7009.52,8,0,2,1,1.1e-05,3,0.000285,0
40594,25272.04,37,1.003906,498.91,11,1,1,1,4e-05,1,0.002004,0
40595,48412.24,68,0.491823,2541.19,12,2,2,3,1e-05,2,0.000787,0
40596,10827.93,71,0.338577,4761.12,9,1,0,1,3.1e-05,2,0.0,0
40597,38378.43,42,0.150853,4913.12,7,1,0,0,4e-06,2,0.0,0
40598,11170.71,74,0.136542,10904.18,13,2,1,0,1.2e-05,3,9.2e-05,0
40599,28071.39,26,0.332392,1793.55,11,1,3,1,1.2e-05,1,0.001673,0
40600,67625.99,29,0.527124,3119.3,16,2,0,2,8e-06,2,0.0,0
40601,15846.32,40,0.116308,5861.25,7,0,4,0,7e-06,2,0.000682,0
40602,24156.92,71,0.152293,3967.87,18,3,0,3,6e-06,2,0.0,0
40603,72124.27,48,0.600113,4962.85,5,2,1,1,8e-06,2,0.000201,0
40604,4441.55,59,0.303134,4222.09,19,3,2,0,6.8e-05,2,0.000474,0
40605,60224.76,56,0.442,6194.76,11,3,2,2,7e-06,3,0.000323,0
40606,16468.25,48,0.440614,13285.88,1,3,0,0,2.7e-05,3,0.0,0
40607,44008.71,71,0.528006,4165.26,9,1,2,2,1.2e-05,2,0.00048,0
40608,32243.39,72,0.240634,3911.63,12,3,0,1,7e-06,2,0.0,0
40609,69507.43,45,0.132219,5935.7,12,2,4,1,2e-06,2,0.000674,0
40610,4243.09,59,0.581571,5201.95,19,0,0,1,0.000137,2,0.0,0
40611,10117.97,55,0.453034,21306.95,17,0,2,1,4.5e-05,3,9.4e-05,0
40612,14564.63,53,0.355462,4083.56,5,1,0,0,2.4e-05,2,0.0,1
40613,10871.65,27,0.469778,7085.2,5,3,3,1,4.3e-05,3,0.000423,0
40614,98299.31,33,0.305742,3414.33,19,3,1,0,3e-06,2,0.000293,0
40615,44748.32,74,0.514121,3955.78,17,3,2,0,1.1e-05,2,0.000506,0
40616,10427.6,34,0.710741,2732.04,14,3,1,4,6.8e-05,2,0.000366,0
40617,7441.73,56,0.387631,5799.74,8,3,2,5,5.2e-05,2,0.000345,0
40618,19204.56,70,0.60666,2260.15,15,2,0,2,3.2e-05,2,0.0,0
40619,35216.73,53,0.106916,5024.31,16,3,3,2,3e-06,2,0.000597,0
40620,25512.6,33,0.45053,9799.08,18,0,3,0,1.8e-05,3,0.000306,0
40621,24396.0,67,0.321185,7231.16,13,2,0,1,1.3e-05,3,0.0,0
40622,22519.98,23,0.411971,4551.32,17,1,1,0,1.8e-05,2,0.00022,0
40623,10895.13,60,0.438382,15920.5,14,2,2,2,4e-05,3,0.000126,0
40624,23332.23,36,0.262926,3122.94,17,2,1,0,1.1e-05,2,0.00032,0
40625,23699.26,55,0.401693,12808.47,0,2,0,5,1.7e-05,3,0.0,0
40626,31602.59,47,0.555518,3269.66,8,2,1,1,1.8e-05,2,0.000306,0
40627,47957.4,52,0.56977,6681.47,8,2,0,1,1.2e-05,3,0.0,0
40628,108133.48,42,0.136598,3085.83,3,1,1,1,1e-06,2,0.000324,0
40629,67394.65,50,0.201978,5970.54,17,0,1,1,3e-06,2,0.000167,0
